tier_option	weight_set	human_gene_symbol	rank	score
ABC	csf_heavy	ACTG1	737	0.629343
ABC	csf_heavy	CRP	738	0.629252
ABC	csf_heavy	PTN	739	0.629251
ABC	csf_heavy	LAMB1	740	0.629175
ABC	csf_heavy	NIT2	741	0.629142
ABC	csf_heavy	ATP1A1	742	0.629046
ABC	csf_heavy	ADAM11	743	0.628987
ABC	csf_heavy	RAC1	744	0.62877
ABC	csf_heavy	GPD1L	745	0.628012
ABC	csf_heavy	MYDGF	746	0.62799
ABC	csf_heavy	NUDC	747	0.627834
ABC	csf_heavy	ANXA3	748	0.627749
ABC	csf_heavy	DTD1	749	0.627666
ABC	csf_heavy	VPS35	750	0.627463
ABC	csf_heavy	AAMDC	751	0.627113
ABC	csf_heavy	PGLYRP1	752	0.626848
ABC	csf_heavy	PEPD	753	0.626447
ABC	csf_heavy	WFIKKN2	754	0.626379
ABC	csf_heavy	STMN1	755	0.62627
ABC	csf_heavy	PRKAR1A	756	0.625792
ABC	csf_heavy	MAT2A	757	0.625791
ABC	csf_heavy	TPM3	758	0.625705
ABC	csf_heavy	CD109	759	0.625299
ABC	csf_heavy	DYNC1H1	760	0.624892
ABC	csf_heavy	LAMA5	761	0.624862
ABC	csf_heavy	THBS1	762	0.624733
ABC	csf_heavy	MANEAL	763	0.624551
ABC	csf_heavy	DPYSL2	764	0.6245
ABC	csf_heavy	MSN	765	0.624433
ABC	csf_heavy	UNC5B	766	0.624314
ABC	csf_heavy	GSS	767	0.623817
ABC	csf_heavy	LRTM2	768	0.623773
ABC	csf_heavy	SERPINB6	769	0.623342
ABC	csf_heavy	POMGNT1	770	0.622993
ABC	csf_heavy	CBR3	771	0.622896
ABC	csf_heavy	LASP1	772	0.622866
ABC	csf_heavy	DDX39B	773	0.62284
ABC	csf_heavy	MDGA1	774	0.622776
ABC	csf_heavy	MDGA2	775	0.622558
ABC	csf_heavy	GPM6A	776	0.622529
ABC	csf_heavy	ACOT7	777	0.622506
ABC	csf_heavy	MTPN	778	0.622209
ABC	csf_heavy	G6PD	779	0.622004
ABC	csf_heavy	MAP2	780	0.621876
ABC	csf_heavy	LY86	781	0.621445
ABC	csf_heavy	CALML3	782	0.621429
ABC	csf_heavy	CALCA	783	0.621397
ABC	csf_heavy	LRP11	784	0.620565
ABC	csf_heavy	CBLN3	785	0.620565
ABC	csf_heavy	UNC5C	786	0.620322
ABC	csf_heavy	GALNT16	787	0.619352
ABC	csf_heavy	MSLN	788	0.619103
ABC	csf_heavy	MT1F	789	0.618958
ABC	csf_heavy	LGI1	790	0.618951
ABC	csf_heavy	HABP2	791	0.618789
ABC	csf_heavy	PCDH7	792	0.618571
ABC	csf_heavy	PCDH10	793	0.618571
ABC	csf_heavy	PCDH17	794	0.618571
ABC	csf_heavy	SUSD5	795	0.618571
ABC	csf_heavy	CPM	796	0.618571
ABC	csf_heavy	KLK6	797	0.618571
ABC	csf_heavy	PHGDH	798	0.618237
ABC	csf_heavy	LGI3	799	0.618222
ABC	csf_heavy	NRXN2	800	0.618211
ABC	csf_heavy	CAPG	801	0.618125
ABC	csf_heavy	XPNPEP1	802	0.617869
ABC	csf_heavy	CD99L2	803	0.617855
ABC	csf_heavy	NLGN3	804	0.617836
ABC	csf_heavy	MAPT	805	0.617553
ABC	csf_heavy	NRP2	806	0.617276
ABC	csf_heavy	PCDH9	807	0.617232
ABC	csf_heavy	POSTN	808	0.616735
ABC	csf_heavy	PDGFRB	809	0.616676
ABC	csf_heavy	LRRN1	810	0.616362
ABC	csf_heavy	MARCKSL1	811	0.616036
ABC	csf_heavy	PCDHGC5	812	0.615893
ABC	csf_heavy	NDST1	813	0.61502
ABC	csf_heavy	PSME2	814	0.614898
ABC	csf_heavy	UBQLN2	815	0.614561
ABC	csf_heavy	GPR158	816	0.614554
ABC	csf_heavy	TGFBR3	817	0.61402
ABC	csf_heavy	CSF1	818	0.61402
ABC	csf_heavy	ACLY	819	0.613865
ABC	csf_heavy	SLC6A1	820	0.613839
ABC	csf_heavy	PLXNB1	821	0.613801
ABC	csf_heavy	ADAM23	822	0.613642
ABC	csf_heavy	ISLR2	823	0.613558
ABC	csf_heavy	IDH1	824	0.613112
ABC	csf_heavy	CTSL	825	0.612932
ABC	csf_heavy	VWF	826	0.612882
ABC	csf_heavy	GNPTG	827	0.611901
ABC	csf_heavy	PSAT1	828	0.611646
ABC	csf_heavy	LRG1	829	0.611429
ABC	csf_heavy	GRB2	830	0.611339
ABC	csf_heavy	AMPH	831	0.611161
ABC	csf_heavy	AKR1B1	832	0.61049
ABC	csf_heavy	SLC12A5	833	0.610208
ABC	csf_heavy	PEA15	834	0.609702
ABC	csf_heavy	HEPH	835	0.609635
ABC	csf_heavy	PAFAH1B2	836	0.609407
ABC	csf_heavy	CAMK2G	837	0.609362
ABC	csf_heavy	TMEM132D	838	0.608897
ABC	csf_heavy	IGF2R	839	0.608796
ABC	csf_heavy	CRYZ	840	0.608769
ABC	csf_heavy	CLTB	841	0.608655
ABC	csf_heavy	INA	842	0.608175
ABC	csf_heavy	PTPRD	843	0.607724
ABC	csf_heavy	LAMA1	844	0.607651
ABC	csf_heavy	DCC	845	0.607596
ABC	csf_heavy	PGRMC1	846	0.606964
ABC	csf_heavy	PLXNB3	847	0.606772
ABC	csf_heavy	NUCB2	848	0.606742
ABC	csf_heavy	CMBL	849	0.606683
ABC	csf_heavy	FGG	850	0.606678
ABC	csf_heavy	ASS1	851	0.606675
ABC	csf_heavy	RARRES2	852	0.60657
ABC	csf_heavy	PPP2R1A	853	0.606174
ABC	csf_heavy	CEND1	854	0.606149
ABC	csf_heavy	PPP3CA	855	0.60593
ABC	csf_heavy	ECRG4	856	0.605602
ABC	csf_heavy	SLC39A6	857	0.605327
ABC	csf_heavy	HSPA4	858	0.605291
ABC	csf_heavy	GLG1	859	0.605255
ABC	csf_heavy	CD248	860	0.605194
ABC	csf_heavy	PIANP	861	0.604983
ABC	csf_heavy	NACA	862	0.604908
ABC	csf_heavy	LAMA4	863	0.603953
ABC	csf_heavy	NPPC	864	0.603785
ABC	csf_heavy	LIFR	865	0.603393
ABC	csf_heavy	C1QTNF4	866	0.60339
ABC	csf_heavy	NEDD8	867	0.603265
ABC	csf_heavy	CLIC4	868	0.603219
ABC	csf_heavy	DDR1	869	0.602782
ABC	csf_heavy	HSPA13	870	0.602033
ABC	csf_heavy	CCT7	871	0.60129
ABC	csf_heavy	FAM171A1	872	0.601111
ABC	csf_heavy	STX1B	873	0.600838
ABC	csf_heavy	FLRT1	874	0.600353
ABC	csf_heavy	NBR1	875	0.6
ABC	csf_heavy	ANXA1	876	0.599836
ABC	csf_heavy	SPOCK1	877	0.59968
ABC	csf_heavy	ALB	878	0.59965
ABC	csf_heavy	EFEMP2	879	0.599595
ABC	csf_heavy	EDN3	880	0.599522
ABC	csf_heavy	MDK	881	0.599366
ABC	csf_heavy	PDCD5	882	0.599259
ABC	csf_heavy	SLC38A10	883	0.59913
ABC	csf_heavy	DNAJC3	884	0.598917
ABC	csf_heavy	PTPRM	885	0.598848
ABC	csf_heavy	TMEM132E	886	0.598505
ABC	csf_heavy	ADAM15	887	0.598468
ABC	csf_heavy	MIA3	888	0.59821
ABC	csf_heavy	CRYAB	889	0.597811
ABC	csf_heavy	ITIH4	890	0.59776
ABC	csf_heavy	ST8SIA5	891	0.597508
ABC	csf_heavy	ROBO1	892	0.597444
ABC	csf_heavy	B4GALNT1	893	0.59741
ABC	csf_heavy	CALB2	894	0.597321
ABC	csf_heavy	FBXO2	895	0.597298
ABC	csf_heavy	PALM	896	0.597238
ABC	csf_heavy	RIDA	897	0.597114
ABC	csf_heavy	CZIB	898	0.596971
ABC	csf_heavy	NIF3L1	899	0.596675
ABC	csf_heavy	PHPT1	900	0.596614
ABC	csf_heavy	C3	901	0.596426
ABC	csf_heavy	CORO1A	902	0.596207
ABC	csf_heavy	APCS	903	0.596096
ABC	csf_heavy	OAF	904	0.596027
ABC	csf_heavy	COL5A1	905	0.596006
ABC	csf_heavy	DSC3	906	0.595879
ABC	csf_heavy	PTPRT	907	0.595804
ABC	csf_heavy	TMEM9	908	0.595537
ABC	csf_heavy	JAM3	909	0.59543
ABC	csf_heavy	STXBP1	910	0.595395
ABC	csf_heavy	MAP1B	911	0.595339
ABC	csf_heavy	TPM4	912	0.59519
ABC	csf_heavy	VAMP2	913	0.594903
ABC	csf_heavy	GNB1	914	0.594805
ABC	csf_heavy	MMP17	915	0.594755
ABC	csf_heavy	HSPA1A	916	0.594612
ABC	csf_heavy	ARPC5	917	0.593888
ABC	csf_heavy	PODXL2	918	0.593243
ABC	csf_heavy	RAB18	919	0.593242
ABC	csf_heavy	MLEC	920	0.593154
ABC	csf_heavy	SHISA6	921	0.593154
ABC	csf_heavy	MAPK1	922	0.592816
ABC	csf_heavy	SCUBE1	923	0.592618
ABC	csf_heavy	USP16	924	0.592492
ABC	csf_heavy	PDLIM5	925	0.592483
ABC	csf_heavy	GALM	926	0.592415
ABC	csf_heavy	FLNA	927	0.59229
ABC	csf_heavy	HMGB1	928	0.591995
ABC	csf_heavy	RPSA	929	0.591969
ABC	csf_heavy	HEPACAM	930	0.591964
ABC	csf_heavy	CD9	931	0.591508
ABC	csf_heavy	PCSK9	932	0.591429
ABC	csf_heavy	RGMB	933	0.59108
ABC	csf_heavy	DPT	934	0.590565
ABC	csf_heavy	GSTM2	935	0.590479
ABC	csf_heavy	MERTK	936	0.590419
ABC	csf_heavy	PAICS	937	0.590419
ABC	csf_heavy	F9	938	0.590262
ABC	csf_heavy	SULF2	939	0.589794
ABC	csf_heavy	TELO2	940	0.58977
ABC	csf_heavy	ADGRL2	941	0.589429
ABC	csf_heavy	AARS1	942	0.589197
ABC	csf_heavy	LGALS3	943	0.588653
ABC	csf_heavy	MIA	944	0.588505
ABC	csf_heavy	TMEM132C	945	0.588505
ABC	csf_heavy	ART3	946	0.588505
ABC	csf_heavy	HSPH1	947	0.588484
ABC	csf_heavy	NEFH	948	0.588393
ABC	csf_heavy	GFRA1	949	0.588393
ABC	csf_heavy	BANF1	950	0.588045
ABC	csf_heavy	FKBP3	951	0.587845
ABC	csf_heavy	OLFM2	952	0.587841
ABC	csf_heavy	NQO1	953	0.5876
ABC	csf_heavy	MAP1A	954	0.587574
ABC	csf_heavy	MRC1	955	0.587508
ABC	csf_heavy	GCLC	956	0.587006
ABC	csf_heavy	CRIP2	957	0.586716
ABC	csf_heavy	OMD	958	0.586512
ABC	csf_heavy	SGSH	959	0.585262
ABC	csf_heavy	CDC37	960	0.585216
ABC	csf_heavy	LYVE1	961	0.584518
ABC	csf_heavy	PCDH8	962	0.584487
ABC	csf_heavy	IQGAP1	963	0.584468
ABC	csf_heavy	TNFRSF1A	964	0.584296
ABC	csf_heavy	ANK1	965	0.584225
ABC	csf_heavy	CXCL16	966	0.584176
ABC	csf_heavy	QSOX2	967	0.583718
ABC	csf_heavy	STX12	968	0.583687
ABC	csf_heavy	GNAO1	969	0.5831
ABC	csf_heavy	TPM1	970	0.583089
ABC	csf_heavy	COL4A2	971	0.581729
ABC	csf_heavy	GBE1	972	0.581593
ABC	csf_heavy	AP1M1	973	0.581377
ABC	csf_heavy	ENOPH1	974	0.580927
ABC	csf_heavy	ACTN1	975	0.580884
ABC	csf_heavy	LRP8	976	0.580565
ABC	csf_heavy	APEX1	977	0.580259
ABC	csf_heavy	DNAJB11	978	0.580212
ABC	csf_heavy	TRAP1	979	0.580152
ABC	csf_heavy	NAGK	980	0.579738
ABC	csf_heavy	FAT1	981	0.579615
ABC	csf_heavy	JCHAIN	982	0.579298
ABC	csf_heavy	SHISA5	983	0.579236
ABC	csf_heavy	ISOC1	984	0.579125
ABC	csf_heavy	FRZB	985	0.57907
ABC	csf_heavy	HAGH	986	0.578874
ABC	csf_heavy	MAPRE1	987	0.578832
ABC	csf_heavy	DBNL	988	0.578803
ABC	csf_heavy	SPTB	989	0.578704
ABC	csf_heavy	TMEM132B	990	0.578571
ABC	csf_heavy	SEMA4D	991	0.578485
ABC	csf_heavy	UGGT1	992	0.578481
ABC	csf_heavy	METRNL	993	0.578302
ABC	csf_heavy	PACSIN1	994	0.578125
ABC	csf_heavy	ABCB9	995	0.578036
ABC	csf_heavy	SEPTIN7	996	0.577828
ABC	csf_heavy	LY6E	997	0.577708
ABC	csf_heavy	PLXDC1	998	0.577708
ABC	csf_heavy	HNRNPA1	999	0.577624
ABC	csf_heavy	KHSRP	1000	0.577504
ABC	csf_heavy	SCN1B	1001	0.576917
ABC	csf_heavy	DNM1L	1002	0.576276
ABC	csf_heavy	CHST10	1003	0.575931
ABC	csf_heavy	KIAA1549L	1004	0.575714
ABC	csf_heavy	UBE2K	1005	0.5757
ABC	csf_heavy	C1R	1006	0.575631
ABC	csf_heavy	TIE1	1007	0.575454
ABC	csf_heavy	FLNC	1008	0.575357
ABC	csf_heavy	AGA	1009	0.575133
ABC	csf_heavy	CCN3	1010	0.575
ABC	csf_heavy	CDC42	1011	0.57462
ABC	csf_heavy	CRKL	1012	0.57395
ABC	csf_heavy	SIL1	1013	0.573929
ABC	csf_heavy	CRELD2	1014	0.573839
ABC	csf_heavy	MBP	1015	0.57375
ABC	csf_heavy	TYRO3	1016	0.573422
ABC	csf_heavy	HAPLN4	1017	0.573422
ABC	csf_heavy	APOM	1018	0.573316
ABC	csf_heavy	CYRIB	1019	0.573292
ABC	csf_heavy	ANP32B	1020	0.572824
ABC	csf_heavy	GALNT18	1021	0.572527
ABC	csf_heavy	CBLN2	1022	0.572425
ABC	csf_heavy	ADGRB1	1023	0.572323
ABC	csf_heavy	SLC1A2	1024	0.572143
ABC	csf_heavy	MFAP4	1025	0.572023
ABC	csf_heavy	ARHGDIB	1026	0.572018
ABC	csf_heavy	CASP14	1027	0.571644
ABC	csf_heavy	CRK	1028	0.571472
ABC	csf_heavy	APOA1	1029	0.571125
ABC	csf_heavy	MAN1A2	1030	0.571085
ABC	csf_heavy	PCDHAC2	1031	0.570958
ABC	csf_heavy	VAPB	1032	0.570681
ABC	csf_heavy	CYCS	1033	0.570547
ABC	csf_heavy	PRSS23	1034	0.570488
ABC	csf_heavy	PPA1	1035	0.570468
ABC	csf_heavy	ADAMTS3	1036	0.570347
ABC	csf_heavy	BCHE	1037	0.570297
ABC	csf_heavy	KIAA0319	1038	0.56985
ABC	csf_heavy	DSG2	1039	0.569747
ABC	csf_heavy	ADGRB3	1040	0.56971
ABC	csf_heavy	ATG3	1041	0.569331
ABC	csf_heavy	SEMA3C	1042	0.569126
ABC	csf_heavy	ADGRL3	1043	0.5691
ABC	csf_heavy	TGFB2	1044	0.569041
ABC	csf_heavy	UNC5D	1045	0.568586
ABC	csf_heavy	TNXB	1046	0.568571
ABC	csf_heavy	MMRN2	1047	0.568511
ABC	csf_heavy	PLXNA1	1048	0.568356
ABC	csf_heavy	SNAP25	1049	0.568175
ABC	csf_heavy	GLUD1	1050	0.568043
ABC	csf_heavy	MAT2B	1051	0.567926
ABC	csf_heavy	TPBG	1052	0.567915
ABC	csf_heavy	NUDT3	1053	0.567857
ABC	csf_heavy	GRP	1054	0.567629
ABC	csf_heavy	ATP1B2	1055	0.567515
ABC	csf_heavy	MARK4	1056	0.5675
ABC	csf_heavy	TMSB4X	1057	0.56738
ABC	csf_heavy	ENTPD6	1058	0.567321
ABC	csf_heavy	GNAS	1059	0.567259
ABC	csf_heavy	AHSA1	1060	0.567254
ABC	csf_heavy	BPNT2	1061	0.566814
ABC	csf_heavy	ANGPTL2	1062	0.566692
ABC	csf_heavy	SLC12A2	1063	0.566124
ABC	csf_heavy	EFNA1	1064	0.565893
ABC	csf_heavy	WSCD1	1065	0.565893
ABC	csf_heavy	SAE1	1066	0.565865
ABC	csf_heavy	SERPINB1	1067	0.565732
ABC	csf_heavy	TLN1	1068	0.565656
ABC	csf_heavy	CS	1069	0.565652
ABC	csf_heavy	B4GALT1	1070	0.565625
ABC	csf_heavy	ZYX	1071	0.565386
ABC	csf_heavy	PLEKHB1	1072	0.565179
ABC	csf_heavy	PGK2	1073	0.565065
ABC	csf_heavy	PLD4	1074	0.564464
ABC	csf_heavy	GPD1	1075	0.564419
ABC	csf_heavy	FGFR2	1076	0.564286
ABC	csf_heavy	MAN1C1	1077	0.564286
ABC	csf_heavy	SMOC1	1078	0.564286
ABC	csf_heavy	S100A9	1079	0.564216
ABC	csf_heavy	ACVR1B	1080	0.564161
ABC	csf_heavy	DLK2	1081	0.564149
ABC	csf_heavy	NDRG1	1082	0.564113
ABC	csf_heavy	B3GAT3	1083	0.563935
ABC	csf_heavy	CRIM1	1084	0.563839
ABC	csf_heavy	GPC5	1085	0.563684
ABC	csf_heavy	MXRA8	1086	0.563571
ABC	csf_heavy	PRRT1	1087	0.563453
ABC	csf_heavy	OXR1	1088	0.563393
ABC	csf_heavy	SLIT1	1089	0.56337
ABC	csf_heavy	FAM20B	1090	0.563275
ABC	csf_heavy	COL15A1	1091	0.563229
ABC	csf_heavy	ELOC	1092	0.562563
ABC	csf_heavy	EFCAB14	1093	0.562529
ABC	csf_heavy	TMEFF2	1094	0.562232
ABC	csf_heavy	ABHD14A	1095	0.56163
ABC	csf_heavy	NECTIN1	1096	0.561558
ABC	csf_heavy	SERPINB9	1097	0.561518
ABC	csf_heavy	NOTCH3	1098	0.561342
ABC	csf_heavy	ADSS2	1099	0.561043
ABC	csf_heavy	ADAM9	1100	0.561034
ABC	csf_heavy	VPS26A	1101	0.560751
ABC	csf_heavy	VSNL1	1102	0.560688
ABC	csf_heavy	LRFN2	1103	0.560413
ABC	csf_heavy	B3GNT2	1104	0.560268
ABC	csf_heavy	CHIT1	1105	0.56
ABC	csf_heavy	PEBP4	1106	0.56
ABC	csf_heavy	CA11	1107	0.559926
ABC	csf_heavy	GBP2	1108	0.559871
ABC	csf_heavy	GOLM2	1109	0.559688
ABC	csf_heavy	C4BPA	1110	0.559684
ABC	csf_heavy	SEMA3A	1111	0.559674
ABC	csf_heavy	SBSN	1112	0.559613
ABC	csf_heavy	CST6	1113	0.559196
ABC	csf_heavy	EIF4H	1114	0.559155
ABC	csf_heavy	STIP1	1115	0.559132
ABC	csf_heavy	BLVRA	1116	0.559119
ABC	csf_heavy	PSMB6	1117	0.559001
ABC	csf_heavy	GPC6	1118	0.558742
ABC	csf_heavy	DPP10	1119	0.558702
ABC	csf_heavy	CAP1	1120	0.558678
ABC	csf_heavy	PPP3R1	1121	0.558579
ABC	csf_heavy	RTN4	1122	0.558402
ABC	csf_heavy	GORASP2	1123	0.558243
ABC	csf_heavy	LTF	1124	0.558005
ABC	csf_heavy	MATN2	1125	0.557857
ABC	csf_heavy	LYPD1	1126	0.557641
ABC	csf_heavy	PSMB4	1127	0.557597
ABC	csf_heavy	EXT2	1128	0.557559
ABC	csf_heavy	EIF5	1129	0.557514
ABC	csf_heavy	FASN	1130	0.557281
ABC	csf_heavy	MESD	1131	0.557258
ABC	csf_heavy	LTBP1	1132	0.557115
ABC	csf_heavy	EXT1	1133	0.556524
ABC	csf_heavy	CAPZA2	1134	0.556335
ABC	csf_heavy	FXYD6	1135	0.555944
ABC	csf_heavy	SNCB	1136	0.555714
ABC	csf_heavy	PLP1	1137	0.555714
ABC	csf_heavy	PDAP1	1138	0.555582
ABC	csf_heavy	ERP29	1139	0.555393
ABC	csf_heavy	EZR	1140	0.555364
ABC	csf_heavy	RAB11B	1141	0.555192
ABC	csf_heavy	PPIL1	1142	0.555112
ABC	csf_heavy	SFN	1143	0.555
ABC	csf_heavy	TLN2	1144	0.554819
ABC	csf_heavy	PDCD6IP	1145	0.554731
ABC	csf_heavy	FDPS	1146	0.554556
ABC	csf_heavy	FAIM2	1147	0.554286
ABC	csf_heavy	COL12A1	1148	0.554286
ABC	csf_heavy	VAT1L	1149	0.554134
ABC	csf_heavy	THSD7A	1150	0.554023
ABC	csf_heavy	GPHN	1151	0.553907
ABC	csf_heavy	TWSG1	1152	0.553839
ABC	csf_heavy	EPB41L3	1153	0.55375
ABC	csf_heavy	PSMB5	1154	0.553686
ABC	csf_heavy	CD84	1155	0.553422
ABC	csf_heavy	LNPEP	1156	0.552461
ABC	csf_heavy	FABP7	1157	0.552411
ABC	csf_heavy	ANPEP	1158	0.552249
ABC	csf_heavy	COPS6	1159	0.551557
ABC	csf_heavy	MCFD2	1160	0.551429
ABC	csf_heavy	GALNT13	1161	0.550725
ABC	csf_heavy	ACAA2	1162	0.550486
ABC	csf_heavy	PITHD1	1163	0.550286
ABC	csf_heavy	LRP1B	1164	0.550034
ABC	csf_heavy	S100A1	1165	0.55
ABC	csf_heavy	MT3	1166	0.55
ABC	csf_heavy	PSMB3	1167	0.549647
ABC	csf_heavy	ITGB2	1168	0.549107
ABC	csf_heavy	SELENOM	1169	0.549107
ABC	csf_heavy	UBE2D2	1170	0.548929
ABC	csf_heavy	PSMD8	1171	0.548557
ABC	csf_heavy	CXCL12	1172	0.548414
ABC	csf_heavy	RECK	1173	0.548254
ABC	csf_heavy	YIPF3	1174	0.547917
ABC	csf_heavy	ELFN2	1175	0.547768
ABC	csf_heavy	ATP6V1E1	1176	0.547645
ABC	csf_heavy	DNPEP	1177	0.547523
ABC	csf_heavy	CRABP1	1178	0.547347
ABC	csf_heavy	LMNB1	1179	0.546739
ABC	csf_heavy	TM9SF3	1180	0.546512
ABC	csf_heavy	AQP1	1181	0.54625
ABC	csf_heavy	PLXNA2	1182	0.545932
ABC	csf_heavy	PLIN3	1183	0.545455
ABC	csf_heavy	GFAP	1184	0.545324
ABC	csf_heavy	ITGBL1	1185	0.545172
ABC	csf_heavy	AP1B1	1186	0.545116
ABC	csf_heavy	CAMK2B	1187	0.544726
ABC	csf_heavy	TBCD	1188	0.544669
ABC	csf_heavy	TRH	1189	0.544487
ABC	csf_heavy	TIMP3	1190	0.54446
ABC	csf_heavy	MEGF8	1191	0.544433
ABC	csf_heavy	PDGFA	1192	0.544402
ABC	csf_heavy	FUT11	1193	0.544375
ABC	csf_heavy	CYTL1	1194	0.543929
ABC	csf_heavy	MYO7A	1195	0.543929
ABC	csf_heavy	SLIT3	1196	0.543695
ABC	csf_heavy	CHST15	1197	0.543654
ABC	csf_heavy	FBLN7	1198	0.543606
ABC	csf_heavy	TMPO	1199	0.542946
ABC	csf_heavy	THBS2	1200	0.542857
ABC	csf_heavy	ADGRB2	1201	0.542857
ABC	csf_heavy	EMILIN1	1202	0.542759
ABC	csf_heavy	SCN4B	1203	0.542691
ABC	csf_heavy	H1-5	1204	0.542613
ABC	csf_heavy	ASPH	1205	0.542411
ABC	csf_heavy	ATF6	1206	0.542276
ABC	csf_heavy	CAMK2A	1207	0.542261
ABC	csf_heavy	ITGAM	1208	0.541875
ABC	csf_heavy	PDGFRA	1209	0.541481
ABC	csf_heavy	SEMA3E	1210	0.541395
ABC	csf_heavy	SEPTIN9	1211	0.541324
ABC	csf_heavy	HIBADH	1212	0.5413
ABC	csf_heavy	AXL	1213	0.54125
ABC	csf_heavy	MFRP	1214	0.541071
ABC	csf_heavy	ACP6	1215	0.541071
ABC	csf_heavy	OPA1	1216	0.540747
ABC	csf_heavy	COX6B1	1217	0.540625
ABC	csf_heavy	CRMP1	1218	0.540558
ABC	csf_heavy	TIMP1	1219	0.540446
ABC	csf_heavy	CMPK1	1220	0.540206
ABC	csf_heavy	LRRTM2	1221	0.54
ABC	csf_heavy	FERMT3	1222	0.539804
ABC	csf_heavy	CRELD1	1223	0.539107
ABC	csf_heavy	GNAI2	1224	0.539093
ABC	csf_heavy	ROBO2	1225	0.539036
ABC	csf_heavy	CALB1	1226	0.538958
ABC	csf_heavy	PRG4	1227	0.53875
ABC	csf_heavy	RHOA	1228	0.538722
ABC	csf_heavy	NLGN1	1229	0.538671
ABC	csf_heavy	BACE1	1230	0.538112
ABC	csf_heavy	ITGA1	1231	0.537901
ABC	csf_heavy	MFAP5	1232	0.537674
ABC	csf_heavy	COL6A3	1233	0.537526
ABC	csf_heavy	HS6ST1	1234	0.537494
ABC	csf_heavy	LAG3	1235	0.537434
ABC	csf_heavy	ATP6V0A1	1236	0.537129
ABC	csf_heavy	ORM2	1237	0.537114
ABC	csf_heavy	ORM1	1238	0.537114
ABC	csf_heavy	LCN2	1239	0.536993
ABC	csf_heavy	PTPRR	1240	0.536636
ABC	csf_heavy	ANTXR1	1241	0.53644
ABC	csf_heavy	PLPBP	1242	0.536304
ABC	csf_heavy	DGCR2	1243	0.536252
ABC	csf_heavy	DNAJB4	1244	0.536242
ABC	csf_heavy	SYN1	1245	0.535903
ABC	csf_heavy	CBLN1	1246	0.535826
ABC	csf_heavy	TAFA2	1247	0.535714
ABC	csf_heavy	CPLX2	1248	0.535714
ABC	csf_heavy	RAP1B	1249	0.535628
ABC	csf_heavy	VDAC1	1250	0.53555
ABC	csf_heavy	ALDH1L1	1251	0.535343
ABC	csf_heavy	FGL2	1252	0.535187
ABC	csf_heavy	C9	1253	0.535183
ABC	csf_heavy	DBH	1254	0.535128
ABC	csf_heavy	CAP2	1255	0.53486
ABC	csf_heavy	UBE2V1	1256	0.534428
ABC	csf_heavy	NOTCH1	1257	0.534394
ABC	csf_heavy	TAFA5	1258	0.534375
ABC	csf_heavy	SEC23IP	1259	0.534324
ABC	csf_heavy	C8B	1260	0.53426
ABC	csf_heavy	RCN1	1261	0.534167
ABC	csf_heavy	IST1	1262	0.534129
ABC	csf_heavy	SCN3B	1263	0.533854
ABC	csf_heavy	NSFL1C	1264	0.533555
ABC	csf_heavy	NME2	1265	0.533481
ABC	csf_heavy	ATP6V1C1	1266	0.533457
ABC	csf_heavy	S100A6	1267	0.533352
ABC	csf_heavy	NT5E	1268	0.533326
ABC	csf_heavy	CPPED1	1269	0.533258
ABC	csf_heavy	RNF13	1270	0.532524
ABC	csf_heavy	GSTK1	1271	0.532506
ABC	csf_heavy	GALNT7	1272	0.5323
ABC	csf_heavy	DDT	1273	0.532
ABC	csf_heavy	CRIP1	1274	0.531607
ABC	csf_heavy	FAM174A	1275	0.531429
ABC	csf_heavy	JAM2	1276	0.531295
ABC	csf_heavy	MAP6	1277	0.531125
ABC	csf_heavy	IGF1	1278	0.53102
ABC	csf_heavy	IL18BP	1279	0.531009
ABC	csf_heavy	RHOB	1280	0.530955
ABC	csf_heavy	ST3GAL6	1281	0.530777
ABC	csf_heavy	HAMP	1282	0.530565
ABC	csf_heavy	VWA7	1283	0.530565
ABC	csf_heavy	WARS1	1284	0.530212
ABC	csf_heavy	C1QTNF5	1285	0.53
ABC	csf_heavy	RPL12	1286	0.529878
ABC	csf_heavy	SLITRK2	1287	0.529821
ABC	csf_heavy	SNED1	1288	0.529701
ABC	csf_heavy	MYL1	1289	0.529419
ABC	csf_heavy	SELENOF	1290	0.529378
ABC	csf_heavy	MYLK	1291	0.529306
ABC	csf_heavy	AP2A1	1292	0.529165
ABC	csf_heavy	NHLRC3	1293	0.529018
ABC	csf_heavy	NDUFS1	1294	0.528891
ABC	csf_heavy	NETO2	1295	0.528839
ABC	csf_heavy	GALNT1	1296	0.528696
ABC	csf_heavy	SEMA3F	1297	0.528571
ABC	csf_heavy	NUDT5	1298	0.528561
ABC	csf_heavy	COMP	1299	0.528542
ABC	csf_heavy	RAB3A	1300	0.528179
ABC	csf_heavy	PLCB1	1301	0.52795
ABC	csf_heavy	EPHA5	1302	0.527143
ABC	csf_heavy	SPP2	1303	0.526904
ABC	csf_heavy	SH3GLB1	1304	0.526825
ABC	csf_heavy	CRISPLD1	1305	0.526702
ABC	csf_heavy	IDH3A	1306	0.526692
ABC	csf_heavy	TPM2	1307	0.526664
ABC	csf_heavy	COASY	1308	0.526381
ABC	csf_heavy	ERBB4	1309	0.526339
ABC	csf_heavy	ADGRE5	1310	0.526339
ABC	csf_heavy	CLEC11A	1311	0.526008
